"Gene","K","l","Day","LeuLysMet","pH_day","A"
"AMMMMP",116.06725,16.86586,31,"MMM","19_0503",NA
"APPMPM",121.13528,16.22016,31,"PMP","19_0503",NA
"IPPPPP",122.18165,14.85962,31,"PrPrPr","19_0503",NA
"APMPPP",117.01792,17.00311,31,"MPP","19_0503",NA
"IPPPPP",122.05571,14.85042,31,"PrPrPr","19_0503",NA
"BMPMMM",86.46816,20.66496,31,"PMM","19_0503",NA
"IPPPPP",123.77736,14.20845,31,"PrPrPr","19_0503",NA
"APPPPM",122.46842,15.11218,31,"PPP","19_0503",NA
"IPPPPP",124.75297,14.67194,31,"PrPrPr","19_0503",NA
"BMMMMP",131.36387,14.99061,31,"MMM","19_0503",NA
"BPPMPP",123.24002,15.00864,31,"PMP","19_0503",NA
"APPMPM",112.16167,16.37242,31,"PMP","19_0503",NA
"APMMMM",114.24558,15.91053,31,"MMM","19_0503",NA
"IPMMMP",119.41126,15.04064,31,"MMM","19_0503",NA
"AMMPMM",113.06265,16.96175,31,"MPM","19_0503",NA
"BPPPMP",118.98266,15.67323,31,"PPM","19_0503",NA
"IPPPPP",121.15624,14.28129,31,"PrPrPr","19_0503",NA
"APMPPM",116.44759,16.41158,31,"MPP","19_0503",NA
"IPPPPP",121.87311,14.20245,31,"PrPrPr","19_0503",NA
"APPPPM",119.14502,15.93478,31,"PPP","19_0503",NA
"IPPPPP",118.10123,16.49913,31,"PrPrPr","19_0503",NA
"BMPMPM",118.96497,16.41603,31,"PMP","19_0503",NA
"APPMPP",118.99325,15.96637,31,"PMP","19_0503",NA
"BPMMMP",117.82068,16.75888,31,"MMM","19_0503",NA
"BMPPMP",117.41484,17.97691,31,"PPM","19_0503",NA
"AMMPMP",115.07946,16.98563,31,"MPM","19_0503",NA
"APMPMM",116.47169,16.07563,31,"MPM","19_0503",NA
"IPPPPP",119.2416,16.95125,31,"PrPrPr","19_0503",NA
"AMPMPP",120.33397,15.95288,31,"PMP","19_0503",NA
"AMMMPM",120.38522,15.60542,31,"MMP","19_0503",NA
"BPPPMM",101.22727,17.84033,31,"PPM","19_0503",NA
"AMPMMM",111.04039,16.07749,31,"PMM","19_0503",NA
"APMPMM",118.08642,16.80428,31,"MPM","19_0503",NA
"BPMPMP",129.95421,15.38452,31,"MPM","19_0503",NA
"BPMMPM",120.501,15.57595,31,"MMP","19_0503",NA
"BPPPMM",118.07496,15.47858,31,"PPM","19_0503",NA
"APPPMP",117.49384,15.86612,31,"PPM","19_0503",NA
"APMMPP",77.31873,21.59042,31,"MMP","19_0503",NA
"BMPMMP",115.07962,16.9727,31,"PMM","19_0503",NA
"AMPMMM",116.94761,16.07587,31,"PMM","19_0503",NA
"AMMPPM",114.44162,16.75593,31,"MPP","19_0503",NA
"BMMPPP",116.98002,15.39991,31,"MPP","19_0503",NA
"AMMMPM",115.8571,15.92903,31,"MMP","19_0503",NA
"APPMMP",118.50208,15.46521,31,"PMM","19_0503",NA
"BPPMMP",112.56224,17.06055,31,"PMM","19_0503",NA
"BPPMMP",95.36327,19.69226,31,"PMM","19_0503",NA
"BPMPPM",115.98057,16.72603,31,"MPP","19_0503",NA
"BMMPPM",114.5376,17.12864,31,"MPP","19_0503",NA
"AMPPMP",117.63943,16.82338,31,"PPM","19_0503",NA
"AMMPPM",116.34032,16.61717,31,"MPP","19_0503",NA
"BMMPMP",113.59509,17.00587,31,"MPM","19_0503",NA
"APMPMP",115.27328,15.71317,31,"MPM","19_0503",NA
"AMMMMP",119.14637,15.9053,31,"MMM","19_0503",NA
"BPPMPM",119.39286,15.16151,31,"PMP","19_0503",NA
"APPMPM",120.30846,15.31036,31,"PMP","19_0503",NA
"AMPMPP",120.08952,15.2523,31,"PMP","19_0503",NA
"BPPPPM",123.1006,14.79624,31,"PPP","19_0503",NA
"BMMPMM",129.75089,14.60581,31,"MPM","19_0503",NA
"IPPPPP",122.76173,13.82639,31,"PrPrPr","19_0503",NA
"IPPPPP",119.7344,13.8055,31,"PrPrPr","19_0503",NA
"BPMMPM",116.03465,15.61542,31,"MMP","19_0503",NA
"IMPPPM",119.20568,13.85623,31,"PPP","19_0503",NA
"AMMMMM",110.15032,16.11067,31,"MMM","19_0503",NA
"BPPPMP",116.86485,16.01287,31,"PPM","19_0503",NA
"AMMPMM",110.19942,17.13819,31,"MPM","19_0503",NA
"APMPPP",115.66426,14.8253,31,"MPP","19_0503",NA
"BMMPPM",113.5801,16.85537,31,"MPP","19_0503",NA
"AMMMMP",115.23581,16.10193,31,"MMM","19_0503",NA
"BPPMPP",118.53319,15.35324,31,"PMP","19_0503",NA
"APMPPP",117.10632,15.03346,31,"MPP","19_0503",NA
"APMMMM",79.56491,21.37752,31,"MMM","19_0503",NA
"BMPMPM",117.97692,15.71448,31,"PMP","19_0503",NA
"AMPPPP",118.47114,16.18639,31,"PPP","19_0503",NA
"BPPPMM",117.06078,16.68733,31,"PPM","19_0503",NA
"BMMPMM",114.80255,15.7355,31,"MPM","19_0503",NA
"BMPPMM",116.91441,16.0631,31,"PPM","19_0503",NA
"BPPPPM",117.30885,15.9443,31,"PPP","19_0503",NA
"IPPPPP",116.18521,17.11314,31,"PrPrPr","19_0503",NA
"AMPMPP",118.30756,15.60005,31,"PMP","19_0503",NA
"APMMMM",120.15515,15.10114,31,"MMM","19_0503",NA
"APMMMP",122.35394,14.30467,31,"MMM","19_0503",NA
"AMMMPP",129.12236,14.93759,31,"MMP","19_0503",NA
"BMPPMM",119.02877,13.40629,31,"PPM","19_0503",NA
"BMPMMP",117.26904,14.99911,31,"PMM","19_0503",NA
"APMMMM",114.72761,14.46859,31,"MMM","19_0503",NA
"APPPPM",117.43116,15.26979,31,"PPP","19_0503",NA
"APMMPP",118.41431,14.31957,31,"MMP","19_0503",NA
"BPMPMP",112.56169,16.09632,31,"MPM","19_0503",NA
"BMPPPP",119.31666,13.53724,31,"PPP","19_0503",NA
"AMMMPM",115.95859,15.26927,31,"MMP","19_0503",NA
"AMMMPM",89.54597,21.40557,31,"MMP","19_0503",NA
"BMPPPM",118.71988,13.84598,31,"PPP","19_0503",NA
"BPPPMM",116.72411,14.7058,31,"PPM","19_0503",NA
"BMMPPP",115.0719,15.85552,31,"MPP","19_0503",NA
"AMPMMP",96.44028,20.26895,31,"PMM","19_0503",NA
"APPMMM",118.71055,14.33227,31,"PMM","19_0503",NA
"BPMPPP",117.55228,15.1771,31,"MPP","19_0503",NA
"APMMMP",97.88835,20.04513,31,"MMM","19_0503",NA
"BPMMMP",119.21235,14.51438,31,"MMM","19_0503",NA
"APMMPM",116.78309,15.10122,31,"MMP","19_0503",NA
"BPPMPM",118.55851,14.9386,31,"PMP","19_0503",NA
"BMMMPM",117.53873,15.05381,31,"MMP","19_0503",NA
"AMMPPP",116.23555,15.53867,31,"MPP","19_0503",NA
"BPPPMP",119.64697,13.84907,31,"PPM","19_0503",NA
"AMPPMM",121.04198,14.62754,31,"PPM","19_0503",NA
"AMPPMP",127.96053,14.0125,31,"PPM","19_0503",NA
"APMMPM",115.71747,12.75314,31,"MMP","19_0503",NA
"AMPPMM",116.0975,13.0122,31,"PPM","19_0503",NA
"BPMPMP",115.5322,13.99228,31,"MPM","19_0503",NA
"APMMPP",116.98453,14.09938,31,"MMP","19_0503",NA
"BMPPMP",117.13506,14.01407,31,"PPM","19_0503",NA
"BMPMMP",116.70802,14.47541,31,"PMM","19_0503",NA
"BPMPMM",115.14352,14.00699,31,"MPM","19_0503",NA
"BPMPPM",116.15376,14.84514,31,"MPP","19_0503",NA
"BMMMPM",117.08933,13.6955,31,"MMP","19_0503",NA
"BMPMPM",118.20848,14.29055,31,"PMP","19_0503",NA
"APPPMP",118.39153,13.86715,31,"PPM","19_0503",NA
"BPPPPM",116.70864,13.33278,31,"PPP","19_0503",NA
"BPPMPP",116.37793,14.43698,31,"PMP","19_0503",NA
"APMPMP",116.37149,13.53572,31,"MPM","19_0503",NA
"IPPPPP",119.61137,14.32745,31,"PrPrPr","19_0503",NA
"AMMMMP",118.64199,15.50357,31,"MMM","19_0503",NA
"AMMPMM",115.82896,15.56145,31,"MPM","19_0503",NA
"BMPMPP",117.96126,14.37117,31,"PMP","19_0503",NA
"APMMMM",118.05778,14.05502,31,"MMM","19_0503",NA
"AMPPMM",117.03604,13.99194,31,"PPM","19_0503",NA
"BMPMMP",117.92054,13.70588,31,"PMM","19_0503",NA
"APMMMM",118.1281,13.34253,31,"MMM","19_0503",NA
"IPPPPP",120.47725,12.77192,31,"PrPrPr","19_0503",NA
"BPMPPP",122.23154,12.94078,31,"MPP","19_0503",NA
"APPMPM",119.54346,13.08317,35,"PMP","19_0503",NA
"BPPMMP",121.01505,16.01402,35,"PMM","19_0503",NA
"BMMMPP",113.08253,22.53354,35,"MMP","19_0503",NA
"AMMPPM",120.2909,16.13193,35,"MPP","19_0503",NA
"APMPMP",122.57571,14.44141,35,"MPM","19_0503",NA
"BMMMMM",116.89291,19.72546,35,"MMM","19_0503",NA
"BMPPMM",125.95513,14.45799,35,"PPM","19_0503",NA
"IPPPPP",123.68324,17.26197,35,"PrPrPr","19_0503",NA
"AMPMMM",123.30215,19.20638,35,"PMM","19_0503",NA
"AMMMMM",117.04839,20.29188,35,"MMM","19_0503",NA
"BPMMPP",112.92874,21.46051,35,"MMP","19_0503",NA
"BMMPPP",122.09865,16.18083,35,"MPP","19_0503",NA
"BPPMMM",119.79939,13.59709,35,"PMM","19_0503",NA
"AMPMPM",123.62381,13.32792,35,"PMP","19_0503",NA
"AMMPPP",122.79079,14.68786,35,"MPP","19_0503",NA
"BPPMMM",116.55233,16.50166,35,"PMM","19_0503",NA
"BPMMPM",122.86814,13.78117,35,"MMP","19_0503",NA
"BPPMPM",110.85015,20.75311,35,"PMP","19_0503",NA
"AMPPMP",123.74699,14.74323,35,"PPM","19_0503",NA
"BMMPPP",124.22433,14.46228,35,"MPP","19_0503",NA
"BPPMMP",115.41037,16.66663,35,"PMM","19_0503",NA
"APMMMP",113.39698,19.01307,35,"MMM","19_0503",NA
"AMMPPM",125.31136,14.19127,35,"MPP","19_0503",NA
"AMPPMM",123.1486,10.71038,35,"PPM","19_0503",NA
"BMMPPM",121.95988,15.58081,35,"MPP","19_0503",NA
"BPPPMM",122.50932,14.62812,35,"PPM","19_0503",NA
"BMPMMP",120.31103,16.97469,35,"PMM","19_0503",NA
"AMMPMP",119.94696,16.48639,35,"MPM","19_0503",NA
"APPMPP",107.71239,22.34885,35,"PMP","19_0503",NA
"BMPMPM",108.94008,21.10521,35,"PMP","19_0503",NA
"APMPMM",121.52716,18.0061,35,"MPM","19_0503",NA
"APMMPP",104.27257,23.04829,35,"MMP","19_0503",NA
"AMMMPP",113.39769,20.49187,35,"MMP","19_0503",NA
"AMPPMM",125.78177,17.12137,35,"PPM","19_0503",NA
"BPPMPM",124.58538,16.52922,35,"PMP","19_0503",NA
"AMMMPP",123.70745,16.33201,35,"MMP","19_0503",NA
"APPPMM",122.22619,16.75861,35,"PPM","19_0503",NA
"BPPMMM",123.26207,16.77079,35,"PMM","19_0503",NA
"BMMPMP",119.86718,16.99466,35,"MPM","19_0503",NA
"BPMPPP",120.45688,17.10177,35,"MPP","19_0503",NA
"BMPMPP",106.97464,20.56434,35,"PMP","19_0503",NA
"BMPMMM",108.14561,20.14545,35,"PMM","19_0503",NA
"APMPMM",123.08226,14.7557,35,"MPM","19_0503",NA
"BPMPMP",120.23367,15.75903,35,"MPM","19_0503",NA
"APMPPM",124.03891,15.13676,35,"MPP","19_0503",NA
"AMPMPP",102.01755,20.37555,35,"PMP","19_0503",NA
"BMPMMP",126.98428,15.44717,35,"PMM","19_0503",NA
"APMPPM",130.85619,15.02704,35,"MPP","19_0503",NA
"BMPMPP",125.06911,17.71549,35,"PMP","19_0503",NA
"AMMPPM",121.91364,16.51765,35,"MPP","19_0503",NA
"BPMPMM",118.10747,18.36296,35,"MPM","19_0503",NA
"AMPMMP",119.90312,16.23839,35,"PMM","19_0503",NA
"APMPMM",117.80737,18.29151,35,"MPM","19_0503",NA
"BPMPPM",119.07622,18.4118,35,"MPP","19_0503",NA
"IPPMPP",120.74132,18.00617,35,"PMP","19_0503",NA
"BPPMMP",105.19049,21.96025,35,"PMM","19_0503",NA
"AMPMPP",105.82226,22.4018,35,"PMP","19_0503",NA
"BPPMPP",123.64899,17.91863,35,"PMP","19_0503",NA
"BPPPMP",121.97683,16.6571,35,"PPM","19_0503",NA
"AMMMMM",121.34478,17.41615,35,"MMM","19_0503",NA
"BMMPMM",117.2895,18.91462,35,"MPM","19_0503",NA
"APMPPM",120.28913,16.43002,35,"MPP","19_0503",NA
"APMMPM",120.5029,15.88132,35,"MMP","19_0503",NA
"BMPPMP",121.45546,17.78278,35,"PPM","19_0503",NA
"BPMPMP",120.74926,16.81098,35,"MPM","19_0503",NA
"BPMMMM",121.08531,16.66263,35,"MMM","19_0503",NA
"APMPPP",121.0848,15.16633,35,"MPP","19_0503",NA
"IPPPPP",121.10717,15.34931,35,"PrPrPr","19_0503",NA
"AMPMPM",122.76108,15.07311,35,"PMP","19_0503",NA
"AMMMMM",99.4625,19.38861,35,"MMM","19_0503",NA
"BMPMMM",109.83001,18.61723,35,"PMM","19_0503",NA
"AMPPPP",129.21158,13.48188,35,"PPP","19_0503",NA
"BMPPMP",126.09973,17.27428,35,"PPM","19_0503",NA
"BPPMPM",122.63633,16.54605,35,"PMP","19_0503",NA
"APMMMM",120.04798,17.96259,35,"MMM","19_0503",NA
"APMPMP",118.06314,18.60151,35,"MPM","19_0503",NA
"AMMPPM",120.69398,17.26404,35,"MPP","19_0503",NA
"BMMPMM",118.33564,18.40475,35,"MPM","19_0503",NA
"BPPMPP",123.20259,17.26868,35,"PMP","19_0503",NA
"AMPMPM",107.4167,21.41628,35,"PMP","19_0503",NA
"BPMMPM",109.24251,21.51377,35,"MMP","19_0503",NA
"AMPMMP",101.20546,23.04114,35,"PMM","19_0503",NA
"AMMPPP",122.84258,16.59726,35,"MPP","19_0503",NA
"APMPPM",120.61617,18.23085,35,"MPP","19_0503",NA
"BMPPMP",122.45333,16.62315,35,"PPM","19_0503",NA
"BMMMMM",121.76665,17.69356,35,"MMM","19_0503",NA
"APPMMM",121.32446,17.38471,35,"PMM","19_0503",NA
"IPPPPP",123.62184,15.59206,35,"PrPrPr","19_0503",NA
"BPMMMM",95.1528,22.39036,35,"MMM","19_0503",NA
"APPPMP",121.99582,17.07587,35,"PPM","19_0503",NA
"APMPPM",120.01841,17.02976,35,"MPP","19_0503",NA
"BMPPMP",123.19905,14.71814,35,"PPM","19_0503",NA
"BMPPMP",123.91999,15.15718,35,"PPM","19_0503",NA
"AMMMPM",124.22167,14.24506,35,"MMP","19_0503",NA
"AMPMPP",108.02761,19.54794,35,"PMP","19_0503",NA
"BPMMPM",131.94808,13.49785,35,"MMP","19_0503",NA
"AMMPPP",126.36965,17.4685,35,"MPP","19_0503",NA
"APPPPM",123.63006,16.72321,35,"PPP","19_0503",NA
"APPPMM",122.60404,17.85014,35,"PPM","19_0503",NA
"APMPMP",120.56842,17.69326,35,"MPM","19_0503",NA
"BMMMMP",120.02184,17.08915,35,"MMM","19_0503",NA
"BMPMPP",86.89482,24.02345,35,"PMP","19_0503",NA
"BPMMPM",101.42435,23.13587,35,"MMP","19_0503",NA
"BMMMMM",126.74218,16.26573,35,"MMM","19_0503",NA
"APMMMM",101.58961,22.21573,35,"MMM","19_0503",NA
"BPPMMM",124.48748,17.14037,35,"PMM","19_0503",NA
"AMMPPM",122.89194,16.52687,35,"MPP","19_0503",NA
"BMMPMP",119.59017,16.55019,35,"MPM","19_0503",NA
"BMPMPP",123.29329,16.93239,35,"PMP","19_0503",NA
"AMMPPP",121.46013,17.60907,35,"MPP","19_0503",NA
"BPPPMP",122.41672,16.89108,35,"PPM","19_0503",NA
"APPMPM",123.06507,17.90357,35,"PMP","19_0503",NA
"BPPPMP",124.4402,15.90753,35,"PPM","19_0503",NA
"BMPPMP",123.63898,15.63015,35,"PPM","19_0503",NA
"AMPPMP",122.6217,15.50269,35,"PPM","19_0503",NA
"BPMPPM",121.85919,14.79761,35,"MPP","19_0503",NA
"AMMMPM",122.07418,15.43424,35,"MMP","19_0503",NA
"APPMPP",120.6984,16.11545,35,"PMP","19_0503",NA
"BPMMPM",124.99103,14.43805,35,"MMP","19_0503",NA
"AMMMMM",130.99352,13.00773,35,"MMM","19_0503",NA
"APPMPM",128.37146,16.43514,35,"PMP","19_0503",NA
"APPPPM",126.96223,15.87846,35,"PPP","19_0503",NA
"BMMMPP",124.80156,17.77302,35,"MMP","19_0503",NA
"BMMMMP",94.17757,21.80714,35,"MMM","19_0503",NA
"APMPMP",122.9556,17.30625,35,"MPM","19_0503",NA
"APMPPM",124.96078,16.59237,35,"MPP","19_0503",NA
"BMPPMM",126.6162,17.36466,35,"PPM","19_0503",NA
"BMPMMP",125.11658,18.32606,35,"PMM","19_0503",NA
"AMPMMM",112.52176,19.18985,35,"PMM","19_0503",NA
"BMPPMP",125.31299,17.18452,35,"PPM","19_0503",NA
"BPMMPP",126.46043,16.18198,35,"MMP","19_0503",NA
"AMMMPM",124.14745,16.82743,35,"MMP","19_0503",NA
"BPPPMM",124.18143,16.78626,35,"PPM","19_0503",NA
"IPPPPP",124.19873,16.57305,35,"PrPrPr","19_0503",NA
"AMMPPP",124.22094,16.55734,35,"MPP","19_0503",NA
"APMMMM",125.83722,15.9386,35,"MMM","19_0503",NA
"BPMMPM",126.5669,15.63583,35,"MMP","19_0503",NA
"BPPMPP",104.15754,21.2072,35,"PMP","19_0503",NA
"AMPPMP",125.05609,15.47297,35,"PPM","19_0503",NA
"APPPMP",124.3198,15.02412,35,"PPM","19_0503",NA
"BPPMMP",122.39877,16.19467,35,"PMM","19_0503",NA
"APMPPP",124.44703,14.81512,35,"MPP","19_0503",NA
"AMMPPM",127.56996,14.15284,35,"MPP","19_0503",NA
"BMPPPM",136.15416,14.97927,35,"PPP","19_0503",NA
"BMPPMP",131.54802,15.98604,35,"PPM","19_0503",NA
"APPMPM",127.53652,16.8658,35,"PMP","19_0503",NA
"AMMMPM",127.05042,15.86831,35,"MMP","19_0503",NA
"BMMMMP",125.7063,16.6852,35,"MMM","19_0503",NA
"BPMPPM",124.76603,16.16599,35,"MPP","19_0503",NA
"BMPPPM",126.94988,16.26592,35,"PPP","19_0503",NA
"APPMMP",127.56388,16.5114,35,"PMM","19_0503",NA
"APMPMP",124.18504,17.50471,35,"MPM","19_0503",NA
"APMPPM",124.13286,17.97486,35,"MPP","19_0503",NA
"BMMPPP",125.54819,16.14595,35,"MPP","19_0503",NA
"AMPMPP",125.28153,16.50474,35,"PMP","19_0503",NA
"BPPMPM",126.67417,16.86821,35,"PMP","19_0503",NA
"BPPPMP",125.73429,16.13262,35,"PPM","19_0503",NA
"AMPPMM",124.69727,16.91761,35,"PPM","19_0503",NA
"BMMMMM",124.71652,16.18315,35,"MMM","19_0503",NA
"APMMMP",123.62386,16.4961,35,"MMM","19_0503",NA
"BPMPMP",124.19521,15.60831,35,"MPM","19_0503",NA
"BMMMPP",124.72497,15.93307,35,"MMP","19_0503",NA
"BPPPPM",126.64898,14.74032,35,"PPP","19_0503",NA
"BPPPMM",127.19717,13.35542,35,"PPM","19_0503",NA
"AMPMPM",128.44872,14.87566,35,"PMP","19_0503",NA
"APMPMP",124.96897,14.93545,35,"MPM","19_0503",NA
"AMMMMP",129.19988,14.58186,35,"MMM","19_0503",NA
"APPMPM",135.78347,13.05133,35,"PMP","19_0503",NA
"BMPMPP",130.20761,16.16998,35,"PMP","19_0503",NA
"BPPPPM",127.34218,15.77513,35,"PPP","19_0503",NA
"BPMPMM",122.0959,17.81548,35,"MPM","19_0503",NA
"BPMMPP",121.62704,17.97438,35,"MMP","19_0503",NA
"APMPMM",121.48263,18.6069,35,"MPM","19_0503",NA
"AMMPMP",121.37776,17.87067,35,"MPM","19_0503",NA
"AMPMPP",121.65366,18.25983,35,"PMP","19_0503",NA
"AMPMMM",121.5388,18.2308,35,"PMM","19_0503",NA
"AMPMPP",123.54233,18.0139,35,"PMP","19_0503",NA
"AMPMMP",125.65198,16.28709,35,"PMM","19_0503",NA
"BPPPMP",121.66043,16.44145,35,"PPM","19_0503",NA
"BPMMPM",125.82094,16.01424,35,"MMP","19_0503",NA
"BMMPMM",121.80783,16.9459,35,"MPM","19_0503",NA
"AMMPPM",122.2808,16.41166,35,"MPP","19_0503",NA
"APMMPM",124.39878,16.34727,35,"MMP","19_0503",NA
"BPPPMP",125.38261,16.01183,35,"PPM","19_0503",NA
"BPMPMP",122.95088,17.81935,35,"MPM","19_0503",NA
"AMPPPM",126.49347,15.47423,35,"PPP","19_0503",NA
"APMPPP",125.4254,14.44521,35,"MPP","19_0503",NA
"AMMMMP",125.72976,14.66513,35,"MMM","19_0503",NA
"AMPMPM",127.53889,15.54451,35,"PMP","19_0503",NA
"BPPMMM",130.24412,14.45039,35,"PMM","19_0503",NA
"BMPMMM",113.42249,17.49981,35,"PMM","19_0503",NA
"BPMPPP",134.44044,13.30905,35,"MPP","19_0503",NA
"BMMPPP",129.03207,17.17989,35,"MPP","19_0503",NA
"APMMPP",124.62517,17.50126,35,"MMP","19_0503",NA
"BPPMMM",128.25792,15.63385,35,"PMM","19_0503",NA
"BMMMMP",94.60824,21.12799,35,"MMM","19_0503",NA
"AMMMMP",122.02307,17.48914,35,"MMM","19_0503",NA
"BMPPPM",124.77068,16.57964,35,"PPP","19_0503",NA
"APPPPM",126.02188,15.96441,35,"PPP","19_0503",NA
"APPPMM",126.43191,15.82077,35,"PPM","19_0503",NA
"IPPPPP",123.8965,17.55421,35,"PrPrPr","19_0503",NA
"AMPMPM",124.75266,17.0247,35,"PMP","19_0503",NA
"BMMMMM",123.70445,15.64338,35,"MMM","19_0503",NA
"BPMPMP",123.00072,15.60431,35,"MPM","19_0503",NA
"AMPMPP",125.34567,15.03391,35,"PMP","19_0503",NA
"BPPPPM",124.48291,16.57982,35,"PPP","19_0503",NA
"APMPMM",124.10178,16.16815,35,"MPM","19_0503",NA
"AMMMMP",125.08136,16.43181,35,"MMM","19_0503",NA
"APMPMP",124.84269,15.44855,35,"MPM","19_0503",NA
"IPPPPP",126.68095,15.82005,35,"PrPrPr","19_0503",NA
"BPPMMP",127.4468,14.06142,35,"PMM","19_0503",NA
"AMMMPM",100.93357,19.72674,35,"MMP","19_0503",NA
"BMMMPM",99.79564,21.04506,35,"MMP","19_0503",NA
"BPPPMP",127.60167,14.21455,35,"PPM","19_0503",NA
"AMPPPP",130.93476,12.46668,35,"PPP","19_0503",NA
"BMMMMM",135.17468,13.81217,35,"MMM","19_0503",NA
"AMMPMP",128.52715,17.0128,35,"MPM","19_0503",NA
"BMPPMP",127.14927,15.736,35,"PPM","19_0503",NA
"BPPMPM",125.04461,17.03172,35,"PMP","19_0503",NA
"AMMPPP",123.76229,16.89308,35,"MPP","19_0503",NA
"BMMPMM",122.13327,16.49723,35,"MPM","19_0503",NA
"APMMPM",122.7223,17.22266,35,"MMP","19_0503",NA
"AMMMMM",124.26954,16.97512,35,"MMM","19_0503",NA
"BPPMMM",125.09084,15.32011,35,"PMM","19_0503",NA
"BPMMMP",123.86242,16.97045,35,"MMM","19_0503",NA
"AMPMMP",124.58415,15.9626,35,"PMM","19_0503",NA
"BMPMPM",122.01209,17.20536,35,"PMP","19_0503",NA
"AMMMPM",122.53003,16.83415,35,"MMP","19_0503",NA
"AMPMMM",123.82213,15.55283,35,"PMM","19_0503",NA
"BPMPPM",121.49409,16.54953,35,"MPP","19_0503",NA
"BPPMMM",124.12984,16.4985,35,"PMM","19_0503",NA
"APPPMP",124.64926,17.00456,35,"PPM","19_0503",NA
"AMMPMM",122.07737,18.43623,35,"MPM","19_0503",NA
"BPPPPM",125.09634,17.31358,35,"PPP","19_0503",NA
"BPPMMP",126.68424,15.3217,35,"PMM","19_0503",NA
"AMMMMP",127.13526,13.9984,35,"MMM","19_0503",NA
"APPMPP",104.07458,18.48244,35,"PMP","19_0503",NA
"APMMMP",127.16137,13.20193,35,"MMM","19_0503",NA
"BPPMMP",128.19267,13.3259,35,"PMM","19_0503",NA
"BMPPPM",135.11065,11.63823,35,"PPP","19_0503",NA
"BMPPPP",131.37443,14.88175,35,"PPP","19_0503",NA
"BPPPMM",126.43264,16.89504,35,"PPM","19_0503",NA
"BMMMPM",125.71452,15.81514,35,"MMP","19_0503",NA
"APMPPP",124.69992,16.05168,35,"MPP","19_0503",NA
"APPMMP",125.53518,15.9474,35,"PMM","19_0503",NA
"AMPMPM",124.45586,16.32992,35,"PMP","19_0503",NA
"APMPMM",122.21875,17.59501,35,"MPM","19_0503",NA
"BMMMMP",126.65911,15.39292,35,"MMM","19_0503",NA
"BMPMPM",123.5802,16.31135,35,"PMP","19_0503",NA
"BPMPMP",122.67502,16.80795,35,"MPM","19_0503",NA
"BPMPMP",122.68214,15.85957,35,"MPM","19_0503",NA
"BMPMMM",109.39072,17.9832,35,"PMM","19_0503",NA
"APPPPM",125.90147,14.41885,35,"PPP","19_0503",NA
"AMMPPP",124.26908,14.29085,35,"MPP","19_0503",NA
"AMMMMP",124.41288,15.23492,35,"MMM","19_0503",NA
"APPMPM",125.88569,16.38425,35,"PMP","19_0503",NA
"IPPPPP",126.23949,14.45335,35,"PrPrPr","19_0503",NA
"APMPPP",124.6589,15.95287,35,"MPP","19_0503",NA
"IPPPPP",126.97942,14.40522,35,"PrPrPr","19_0503",NA
"BMPMMM",101.51198,20.31642,35,"PMM","19_0503",NA
"IPPPPP",127.22921,11.62568,35,"PrPrPr","19_0503",NA
"APPPPM",127.02075,12.76074,35,"PPP","19_0503",NA
"IPPPPP",128.31052,11.33098,35,"PrPrPr","19_0503",NA
"BMMMMP",135.35968,11.93552,35,"MMM","19_0503",NA
"BPPMPP",132.06117,13.99707,35,"PMP","19_0503",NA
"APPMPM",126.54281,15.70934,35,"PMP","19_0503",NA
"APMMMM",124.53656,17.03944,35,"MMM","19_0503",NA
"IPMMMP",127.54805,15.24061,35,"MMM","19_0503",NA
"AMMPMM",121.75184,17.8554,35,"MPM","19_0503",NA
"BPPPMP",126.22372,15.95948,35,"PPM","19_0503",NA
"IPPPPP",125.62483,15.3104,35,"PrPrPr","19_0503",NA
"APMPPM",123.63093,15.77523,35,"MPP","19_0503",NA
"IPPPPP",126.19085,14.87826,35,"PrPrPr","19_0503",NA
"APPPPM",126.64445,15.05765,35,"PPP","19_0503",NA
"IPPPPP",125.51127,14.82204,35,"PrPrPr","19_0503",NA
"BMPMPM",123.96472,15.45132,35,"PMP","19_0503",NA
"APPMPP",125.20767,14.78887,35,"PMP","19_0503",NA
"BPMMMP",124.43265,14.40503,35,"MMM","19_0503",NA
"BMPPMP",124.93615,16.14121,35,"PPM","19_0503",NA
"AMMPMP",123.48147,15.20405,35,"MPM","19_0503",NA
"APMPMM",124.88673,14.92906,35,"MPM","19_0503",NA
"IPPPPP",125.34762,14.57106,35,"PrPrPr","19_0503",NA
"AMPMPP",124.18953,15.23741,35,"PMP","19_0503",NA
"AMMMPM",127.00559,13.13605,35,"MMP","19_0503",NA
"BPPPMM",123.99838,13.37628,35,"PPM","19_0503",NA
"AMPMMM",126.80285,12.95932,35,"PMM","19_0503",NA
"APMPMM",124.0544,14.58667,35,"MPM","19_0503",NA
"BPMPMP",133.47964,12.89283,35,"MPM","19_0503",NA
"BPMMPM",127.93849,14.38121,35,"MMP","19_0503",NA
"BPPPMM",124.14959,15.123,35,"PPM","19_0503",NA
"APPPMP",123.67693,15.94815,35,"PPM","19_0503",NA
"APMMPP",122.78191,16.04569,35,"MMP","19_0503",NA
"BMPMMP",92.12155,20.28292,35,"PMM","19_0503",NA
"AMPMMM",125.18851,14.75248,35,"PMM","19_0503",NA
